rating_star,cmtid,itemid,name,comment,clean_cmt
1,13344887920,21693577588,[RẺ VÔ ĐỊCH] Áo Nỉ Sweater Chất Nỉ Cotton In Nhiều Chữ Và Các Mẫu Sweater Nỉ Hot Form Rộng Unisex Nam Nữ Ulzang Hot 2023,Áo khong khác gì lau nhà rẻ lau nhà còn đẹp hơn,áo khong khác gì lau nhà rẻ lau nhà còn đẹp hơn
1,10868806339,17778903479,"Áo Khoác Gió Nữ 2 Lớp Cao Cấp Hidoli,Áo Gió Nữ 2 Lớp Chống Nước Có Khoá Túi,Nón Tháo Rời",Form đẹp nhưng đuờng may tệ quá?nhận hàng chưa mặc mà  Sứt bung hết chỉ ra rồi quá đáng mà,form đẹp nhưng đường may tệ quá nhận hàng chưa mặc mà sứt bung hết chỉ ra rồi quá_đáng mà
1,12475070422,23970387156,Quần jeans ống loe màu bạc lưng cao co giãn hack dáng,"Màu sắc:mau dep
Chất liệu:ok

Hình ảnh mang tính chất nhận xu
Bình thường mặc sizeM mà giờ đặt size L không vừa. 50kg m54 ko nên mua. Bạn nào 45,46 trở xuống mặc thì đẹp. Màu sắc
Đẹp form ổn mà mỗi tội quá chật so với bảng size mô tả. Thất vọng",màu_sắc mau dep chất_liệu ok hình_ảnh mang tính_chất nhận xu bình_thường mặc sizem mà giờ đặt size làm không vừa 50 không m54 không nên mua bạn nào 45 46 trở xuống mặc thì đẹp màu_sắc đẹp form ổn mà mỗi_tội quá chật so với bảng size mô_tả thất_vọng
1,12143490738,23970387156,Quần jeans ống loe màu bạc lưng cao co giãn hack dáng,"Màu sắc:xanh nhạt kh giống ảnh cho lắm

Lần đầu mua ship về thì bị sứt chỉ ,rách ở cạp .hoàn hàng về hơi lâu 
Hoàn về thì quần bị ống thấp ống cao :) nhầm sz
Sz m to hơn sz l
Nhắn tin thì shop chưa rep",màu_sắc xanh nhạt không giống ảnh cho lắm lần đầu mua ship về thì bị sứt chỉ rách ở cạp hoàn hàng về hơi lâu hoàn về thì quần bị ống thấp ống cao <emoji> happy face or smiley </emoji> nhầm sz sz m to hơn sz làm nhắn_tin thì shop chưa rep
1,12856716523,19776807429,Quần Ống Rộng Túi Vuông Cơi Trước Dây Nơ Cách Điệu 2 Hông Siêu Hot. M899,"Chất liệu:vai ok
Đúng với mô tả:k đúng va mo tả gửi nhầm size
Màu sắc:nâu

Shop gui hàng k đúng mo ta phan hoi lại vs shop shop lêu mình gui đơn hàng lại và mình cung chịu tièn ship và khi biết mình đã gui hàng shop k trả loi tin nhắn và k chuyển tiền lại cho minh luôn ạ mn mua hàng cẩn thận shop này nha",chất_liệu vai ok đúng với mô_tả không đúng va mo tả gửi nhầm size màu_sắc nâu shop gui hàng không đúng mo ta phan hoi lại với shop shop lêu mình gui đơn hàng lại và mình cung chịu tièn ship và khi biết mình đã gui hàng shop không trả loi tin nhắn và không chuyển tiền lại cho minh luôn ạ mọi người mua hàng cẩn_thận shop này nha
1,13080657434,18076544574,[ Rẻ Vô Địch ] Áo Khoác Nỉ Nam Nữ Form Rộng Tay Lỡ Unisex chữ,"Chất liệu:vải
Đúng với mô tả:không
Màu sắc:đen, be

mỏng kh với miêu tả",chất_liệu vải đúng với mô_tả không màu sắc đen be mỏng không với miêu_tả
1,12893618132,23970387156,Quần jeans ống loe màu bạc lưng cao co giãn hack dáng,thua luôn quần ống to ống nhỏ???,thua luôn quần ống to ống nhỏ
1,11417083751,19061220384,Áo khoá nỉ 336 PM11,"Chất liệu:ko oải hàng nỉ
Đúng với mô tả:để hàng nỉ nhưng giao thì ko pải hàng nỉ

Quá bực ko thể chấp nhận đc cần đổi gấp
Mỏng nhưng miếng vải lâu nhà v á",chất_liệu không oải hàng nỉ đúng với mô_tả để hàng nỉ nhưng giao thì không pải hàng nỉ quá bực không_thể chấp_nhận đc cần đổi gấp mỏng nhưng miếng vải lâu nhà vậy á
1,3634895135,1592182206,Áo len tăm cổ 3 phân (quảng châu),Giao ko đúng màu của khách ,giao không đúng màu của khách
1,12832076726,22148769772,"Áo thun local brand ONTOP Ripple, Áo thun Unisex form rộng tay lỡ nam nữ chất thoáng mát.",Đúng với mô tả:ko đúg,đúng với mô_tả không đúg
1,10667962526,23208278966,Áo nỉ nữ polo khóa cổ dài tay form rộng in chữ phong cách Hàn Quốc CAMASTORE M490,"Màu sắc:hơi lệch tí
Đúng với mô tả:ko giống lắm

Mình 62kg mặc rộng lắm:))",màu_sắc hơi lệch tí đúng với mô_tả không giống lắm mình 62 không mặc rộng lắm <emoji> very happy face or smiley </emoji>
1,12910026176,17398550424,Áo khoác thể thao 3 sọc logo Das chất nỉ bông dày dặn TONGKHOSI,"Màu sắc:xấu
Chất liệu:xấu
Đúng với mô tả:làm không đẹp",màu_sắc xấu chất_liệu xấu đúng với mô_tả làm không đẹp
1,13291908454,19885230667,"Áo Khoác Thom , Áo Khoác Lông Cừu Dây Kéo Khoá 4 Sọc Cánh Tay","Đúng với mô tả:không

1 sao là xđang shop làm ăn kh uy tín",đúng với mô_tả không một sao là xđang shop làm_ăn không uy_tín
1,9843653088,6888422353,Quần Ống Rộng Cullotes Vải Nữ Cạp Cao Dài Suông Đen Đi Học,"Chất liệu:mỏng cực kì
Đúng với mô tả:không hề

Quần xấu lắm mn ơi mặc lên chẳng khác nào quần các cụ bà 70 tuổi ý , vải cực kì mỏng luôn đặt 2 cái khác size nhưng gửi có 1 size thui . Hơn nữa mác cũng chẳng có size nói chung là đừng mua . Mình tốn 85 k để mua 2 chiếc quần k mặc 🥲🥲",chất_liệu mỏng cực_kì đúng với mô_tả không hề quần xấu lắm mọi người ơi mặc lên chẳng khác_nào quần các cụ bà 70 tuổi ý vải cực_kì mỏng luôn đặt hai cái khác size nhưng gửi có một size thui hơn_nữa mác cũng chẳng có size nói_chung là đừng mua mình tốn 85 không để mua hai chiếc quần không mặc <emoji> smiling face with tear </emoji> <emoji> smiling face with tear </emoji>
1,13200369938,23208278966,Áo nỉ nữ polo khóa cổ dài tay form rộng in chữ phong cách Hàn Quốc CAMASTORE M490,"Màu sắc:nâu
Chất liệu:vải
Đúng với mô tả:đúng

ngắn k đúng sz",màu_sắc nâu chất_liệu vải đúng với mô_tả đúng ngắn không đúng sz
1,13332151391,21693577588,[RẺ VÔ ĐỊCH] Áo Nỉ Sweater Chất Nỉ Cotton In Nhiều Chữ Và Các Mẫu Sweater Nỉ Hot Form Rộng Unisex Nam Nữ Ulzang Hot 2023,"Màu sắc:k tệ
Chất liệu:tệ
Đúng với mô tả:k đúng với mô tả",màu_sắc không tệ chất_liệu tệ đúng với mô_tả không đúng với mô_tả
1,12980669200,18691602975,Quần Ống Rộng Nữ Cạp Chun Vải Đũi Cao Cấp Lên Dáng Siêu Xinh MA096,"Đúng với mô tả:đúng
Màu sắc:ghi
Chất liệu:xước

quần đẹp nma dài lắm m6 mặc ok chứ m55 size M vẫn dài 1 sao vì shop giao sai hàng đặt 1 quần 1 áo giao 2 quần cay vl :))) ntin thì shop đếch trl nên 1 sao vì pvu tồi",đúng với mô_tả đúng màu_sắc ghi chất_liệu xước quần đẹp nma dài lắm m6 mặc ok chứ m55 size m vẫn dài một sao vì shop giao sai hàng đặt một quần một áo giao hai quần cay vl <emoji> very very happy face or smiley </emoji> nhắn_tin thì shop đếch trl nên một sao vì pvu tồi
1,11099758293,19061220384,Áo khoá nỉ 336 PM11,"Màu sắc:đúng
Đúng với mô tả:đúng
Chất liệu:chất liệu không giống với quảng cáo",màu_sắc đúng đúng với mô_tả đúng chất_liệu chất_liệu không giống với quảng_cáo
1,12891000917,23849591308,Quần bò jean nữ ống loe co giãn jeans cạp cao cao cấp jeanshop_0603,"Màu sắc:xấu
Chất liệu:bình thường",màu_sắc xấu chất_liệu bình_thường
1,13122143115,7141012796,Áo Thun Cổ Tròn Lệch Vai Xoắn Eo Tôn Dáng Nhiều Màu Ulzzang,"Đúng với mô tả:đúng
Màu sắc:đen
Chất liệu:kh bt

Bị chật á kiểu kh có sai cho chọn nên không vừa . Kiểu hàng..... Nói chung là mùa về kh mặc đc cấy 2 đứa ngồi trèn cho lắm vô tình làm câu chuyện vs con người có thể làm câu chuyện về những gì mà thôi bố mẹ cho tau xe 4",đúng với mô_tả đúng màu sắc đen chất_liệu không biết bị chật á kiểu không có sai cho chọn nên không vừa kiểu hàng nói_chung là mùa về không mặc đc cấy hai đứa ngồi trèn cho lắm vô_tình làm câu_chuyện với con_người có_thể làm câu_chuyện về những gì mà thôi bố_mẹ cho tau xe bốn
1,12514014181,19776807429,Quần Ống Rộng Túi Vuông Cơi Trước Dây Nơ Cách Điệu 2 Hông Siêu Hot. M899,"Tôi đặt 1 cái về sp rất oke đeph nên tui đặt thêm 2 cái, bên shop tính sp là 2 nhưng giao 1 cái, tôi nt yêu cầu bên shop gửi lại cho tôi 1 sp nx mà nay 2 ngày ko thấy shop trl j cả",tôi đặt một cái về sản_phẩm rất oke đeph nên tui đặt thêm hai cái bên shop tính sản_phẩm là hai nhưng giao một cái tôi nhắn_tin yêu_cầu bên shop gửi lại cho tôi một sản_phẩm nữa mà nay hai ngày không thấy shop trl gì cả
1,10555210581,21135778838,Áo nỉ hoodie nữ form rộng cute hàn quốc CaMa Store M409,ko hài lòng vs sản phẩm của shop,không hài_lòng với sản_phẩm của shop
1,12222468663,19776807429,Quần Ống Rộng Túi Vuông Cơi Trước Dây Nơ Cách Điệu 2 Hông Siêu Hot. M899,"Vải mỏng lắm mng ơi không nên mua tại mặc lên form nó kh có đẹp ạ. Mua size s mà rộng lắm luôn, vải thì mỏng lộ quần trong",vải mỏng lắm mọi người ơi không nên mua tại mặc lên form nó không có đẹp ạ mua size sao mà rộng lắm luôn vải thì mỏng lộ quần trong
1,11619592135,22313943551,💛 Loại Đẹp 💛 Tất Nam Nữ Cổ Cao Cổ Ngắn Thể Thao Thời Trang Cao Cấp - Tất Vớ Nike Nam Nữ Vải Dệt Kim Khử Mùi Kháng Khuẩn,Tất đóng gói k cẩn thận,tất đóng_gói không cẩn_thận
1,13326145909,19885230667,"Áo Khoác Thom , Áo Khoác Lông Cừu Dây Kéo Khoá 4 Sọc Cánh Tay",Mua áo gửi quần shop bán hàng có duyên quá,mua áo gửi quần shop bán hàng có duyên quá
1,13219291044,17778903479,"Áo Khoác Gió Nữ 2 Lớp Cao Cấp Hidoli,Áo Gió Nữ 2 Lớp Chống Nước Có Khoá Túi,Nón Tháo Rời","Cuộc sống này nhất định bạn cần làm đúng 2 việc.
Một là tìm đúng người thương.
Hai là tìm đúng sự nghiệp.
Khi mặt trời lên cống hiến hết mình cho sự nghiệp.
Lúc mặt trời lặn ôm người mình thương.",cuộc_sống này nhất_định bạn cần làm đúng hai việc một là tìm đúng người thương hai là tìm đúng sự_nghiệp khi mặt_trời lên cống_hiến hết_mình cho sự_nghiệp lúc mặt_trời lặn ôm người mình thương
1,13186734203,19885230667,"Áo Khoác Thom , Áo Khoác Lông Cừu Dây Kéo Khoá 4 Sọc Cánh Tay","Bạn ăn chén cơm người khác có thấy vui không? trong khi đặt 1 cái áo lại giao cái quần con nít 3 tuổi? Bán hàng mà dối trá vậy à? Ai cũng làm ăn như bạn thì ai dám mua. Tự nhìn lại lương tâm đạo đức để bán hàng chứ sau này bán kiểu thế bị hẹo á 🥰 : according to the cosmic sound, I curse this store to burn like a blazing fire, the first trumpet sound.",bạn ăn chén cơm người khác có thấy vui không trong khi đặt một cái áo lại giao cái quần con_nít ba tuổi bán hàng mà dối_trá vậy à ai cũng làm_ăn như bạn thì ai dám mua tự nhìn lại lương_tâm đạo_đức để bán hàng chứ sau_này bán kiểu thế bị hẹo á <emoji> smiling face with hearts </emoji> according to the cosmic sound i curse this store to burn like a blazing fire the first trumpet sound
1,13212843247,19885230667,"Áo Khoác Thom , Áo Khoác Lông Cừu Dây Kéo Khoá 4 Sọc Cánh Tay","Đặt áo ra quần,Hàng ko giống hình",đặt áo ra quần hàng không giống hình
1,13241551014,22148769772,"Áo thun local brand ONTOP Ripple, Áo thun Unisex form rộng tay lỡ nam nữ chất thoáng mát.",Chất liệu:vải xấu không đúng mô tả,chất_liệu vải xấu không đúng mô_tả
1,12675316210,17695861884,"Áo khoác Nỉ Crotop Hàn dáng rộng siêu xinh , Áo Sweater Nỉ Dài Tay ( có bigsize)","Chưa bao giờ đánh giá 1 sao, đây là shop đầu tiên mình có trải nghiệm rất tệ
Chất vải cực kì tệ, phải nói là mua về vứt chứ không dám mặc
Cskh tệ, giao hàng rất lâu, 2 tuần vẫn trong trạng thái xác nhận đơn hàng, nt hỏi shop thì shop bảo ngày mốt có hàng rồi gửi, nhưng 1 tuần sau mới chuyển sang trạng thái chuẩn bị đơn hàng, mình yêu cầu huỷ hơn nhưng shop huỷ yêu cầu mà cũng không nhắn với mình, mình phải nhắn shop hỏi thì shop nói là có hàng rồi shop giao luôn 🙂 ?????",chưa bao_giờ đánh_giá một sao đây là shop đầu_tiên mình có trải_nghiệm rất tệ chất vải cực_kì tệ phải nói là mua về vứt chứ không dám mặc cskh tệ giao hàng rất lâu hai tuần vẫn trong trạng_thái xác_nhận đơn hàng nhắn_tin hỏi shop thì shop bảo ngày mốt có hàng rồi gửi nhưng một tuần sau mới chuyển sang trạng_thái chuẩn_bị đơn hàng mình yêu_cầu huỷ hơn nhưng shop huỷ yêu_cầu mà cũng không nhắn với mình mình phải nhắn shop hỏi thì shop nói là có hàng rồi shop giao luôn <emoji> slightly smiling face </emoji>
1,13219675687,7141012796,Áo Thun Cổ Tròn Lệch Vai Xoắn Eo Tôn Dáng Nhiều Màu Ulzzang,"Màu sắc:đồ xấu , vải thô , mỏng , form thua đồ si đa nữa
Chất liệu::)

Shop làm ăn lạ quá , gói tặng kèm con gián con sát khô",màu_sắc đồ xấu vải thô mỏng form thua đồ si đa nữa chất_liệu shop làm_ăn lạ quá gói tặng kèm con gián con sát khô
1,13086850923,17398550424,Áo khoác thể thao 3 sọc logo Das chất nỉ bông dày dặn TONGKHOSI,"Đúng với mô tả:ko
Màu sắc:đen
Chất liệu:cotton mỏng

Ko thơm đâu ae đừng mua! .............................................",đúng với mô_tả không màu sắc đen chất_liệu cotton mỏng không thơm đâu ae đừng mua
1,10796046538,19061220384,Áo khoá nỉ 336 PM11,"Chất liệu:ni
Màu sắc:màu be
Đúng với mô tả:không giống với hình ảnh chất vải mỏng ko đẹp

Ko đúng với hình ảnh",chất_liệu ni màu_sắc màu be đúng với mô_tả không giống với hình_ảnh chất vải mỏng không đẹp không đúng với hình_ảnh
1,12390490963,18076544574,[ Rẻ Vô Địch ] Áo Khoác Nỉ Nam Nữ Form Rộng Tay Lỡ Unisex chữ,"Chất liệu :bth 
Màu sắc bth
K đúng với mô tả gieo đầu dê bán thịt chó",chất_liệu bth màu_sắc bth không đúng với mô_tả gieo đầu dê bán thịt chó
1,11049879402,20953247691,Áo Len Tăm Nữ Ôm Body Cổ 5 Phân Mềm Mịn Hàng Qc Cực Xinh Phù Hợp Với Mọi Lứa Tuổi A9102,"Cần đổi shipper gấp:))
Shipper mà tưởng bố thiên hạ",cần đổi shipper gấp <emoji> very happy face or smiley </emoji> shipper mà tưởng bố thiên_hạ
1,12919860247,10656336686,Pijama tay dài cổ vuông bộ đồ ngủ nữ pijama tiểu thư dài tay mặc nhà thu đông CARY,Vải xấu bung chỉ tùm lum,vải xấu bung chỉ tùm_lum
1,13257502194,18894188708,"Áo Khoác Thom , Áo Khoác Lông Cừu 4 Sọc Cánh Tay Dày Dặn Siêu Ấm","Shop làm ăn dở vãi 
Đặt áo về quần quần em bé thế thì mình cho lại người bán mà đội lên đầu",shop làm_ăn dở vãi đặt áo về quần quần em bé thế_thì mình cho lại người bán mà đội lên đầu
1,11768758790,10656336686,Pijama tay dài cổ vuông bộ đồ ngủ nữ pijama tiểu thư dài tay mặc nhà thu đông CARY,"mn đừng mua nhé, vừa cầm về tay mới kéo nhẹ cái đã rách cái chỗ khâu ẩu vch",mọi người đừng mua nhé vừa cầm về tay mới kéo nhẹ cái đã rách cái chỗ khâu ẩu vch
1,11033863513,17778903479,"Áo Khoác Gió Nữ 2 Lớp Cao Cấp Hidoli,Áo Gió Nữ 2 Lớp Chống Nước Có Khoá Túi,Nón Tháo Rời",Chất lượng: đặt hàng sai đến. đặt hàng 1 áo gió chống thấm nước hidoli 2 lớp và 1 dòng lông nữ chất lượng cao. nhưng đặt hàng đi kèm 2 hidoli 2 lớp chống thấm nước rẻ hơn trong giá trò chuyện với người bán nhưng trả lời không liên quan đến của tôi Câu hỏi,chất_lượng đặt_hàng sai đến đặt_hàng một áo_gió chống thấm nước hidoli hai lớp và một dòng lông nữ chất_lượng cao nhưng đặt_hàng đi kèm hai hidoli hai lớp chống thấm nước rẻ hơn trong giá trò_chuyện với người bán nhưng trả_lời không liên_quan đến của tôi câu hỏi
1,13252061423,7141012796,Áo Thun Cổ Tròn Lệch Vai Xoắn Eo Tôn Dáng Nhiều Màu Ulzzang,"Chất liệu:thun giãn đổ lông
Đúng với mô tả:không

Rất thất vọng về sp của shop giao. Cả 3 món vải y như đồ xổ ngoài chợ, mỏng cực kì, đường may cẩu thả chưa mặc mà đổ tuôn hết chỉ vắt.
Quần áo live thì mặc đẹp giao thì 1 loại khác, quần k phải form rộng.
TREO ĐẦU DÊ BÁN THỊT CHÓ.
1 🌟 và không quay lại mua shop này
BUÔN BÁN KHÔNG CÓ UY TÍN",chất_liệu thun giãn đổ lông đúng với mô_tả không rất thất_vọng về sản_phẩm của shop giao cả ba món vải y_như đồ xổ ngoài chợ mỏng cực_kì đường may cẩu_thả chưa mặc mà đổ tuôn hết chỉ vắt quần_áo live thì mặc đẹp giao thì một loại khác quần không phải form rộng treo đầu dê bán thịt chó một <emoji> glowing star </emoji> và không quay lại mua shop này buôn_bán không có uy_tín
1,13285531858,21693577588,[RẺ VÔ ĐỊCH] Áo Nỉ Sweater Chất Nỉ Cotton In Nhiều Chữ Và Các Mẫu Sweater Nỉ Hot Form Rộng Unisex Nam Nữ Ulzang Hot 2023,Đúng với mô tả:khong giống,đúng với mô_tả khong giống
1,13244667933,19082573960,Áo Khoác Hoodie Zip Chất Nỉ Bông Mũ 2 Lớp In Chữ BLANCE 336,"Chất xấu lắm, bẢo sao sale rẻ,",chất xấu lắm bảo sao sale rẻ
1,11959487999,6888422353,Quần Ống Rộng Cullotes Vải Nữ Cạp Cao Dài Suông Đen Đi Học,"Đúng với mô tả:không đúng mô tả
Chất liệu:quá kém
Màu sắc:xấu

Giao hàng kém chất lượng, hàng lỗi, liên hệ shop k trả lời. Mọi người né cái shop này ra nhé.",đúng với mô_tả không đúng mô_tả chất_liệu quá kém màu_sắc xấu giao hàng kém chất_lượng hàng lỗi liên_hệ shop không trả_lời mọi người né cái shop này ra nhé
1,13154677736,20184046595,"[RẺ VÔ ĐỊCH] Quần Ống Rộng Nữ Vải Đũi Mát Quảng Châu Loại Đẹp Hót Hít, Cạp Cao Lên From Xinh","Màu sắc:đen
Đúng với mô tả:fom k giống ảnh shop đăng
Chất liệu:chat dui",màu sắc đen đúng với mô_tả fom không giống ảnh shop đăng chất_liệu chat dui
1,12937968126,17398550424,Áo khoác thể thao 3 sọc logo Das chất nỉ bông dày dặn TONGKHOSI,"Đúng với mô tả:tệ
Màu sắc:màu nhạt
Chất liệu:vải mỏng

Hàng không như trong ảnh không có túi màu nhạt vải xấu .Quá tệ",đúng với mô_tả tệ màu_sắc màu nhạt chất_liệu vải mỏng hàng không như trong ảnh không có túi màu nhạt vải xấu quá tệ
1,12934467891,18076544574,[ Rẻ Vô Địch ] Áo Khoác Nỉ Nam Nữ Form Rộng Tay Lỡ Unisex chữ,"Đúng với mô tả:hình ảnh mang tính chất nhận xu
Chất liệu:quá xấu để mặc

Phom tay áo ngắn rộng.vải xấu tệ k chấp nhận nổi.dù có rẻ đi nữa thi cũng thua dẻ lau nhà",đúng với mô_tả hình_ảnh mang tính_chất nhận xu chất_liệu quá xấu để mặc phom tay_áo ngắn rộng vải xấu tệ không chấp_nhận nổi dù có rẻ đi_nữa thi cũng thua dẻ lau nhà
1,13165329661,23200225983,áo khoác nỉ hoodie form rộng mũ 2 màu in logo phong cách hàn quốc CAMASTORE M451,"Đúng với mô tả:như cac
Chất liệu:như cac",đúng với mô_tả như cac chất_liệu như cac
1,13257089170,19885230667,"Áo Khoác Thom , Áo Khoác Lông Cừu Dây Kéo Khoá 4 Sọc Cánh Tay","Áo đẹp 
Làm ăn thất đức",áo đẹp làm_ăn thất_đức
1,13197270340,19885230667,"Áo Khoác Thom , Áo Khoác Lông Cừu Dây Kéo Khoá 4 Sọc Cánh Tay","Đúng với mô tả:shop này làm ăn chán ,shop lừa đảo ,đặt áo khoác mà gửi cho cái quần trẻ con ,nt k rep gọi sdt thì thuê bao.
Màu sắc:k
Chất liệu:k",đúng với mô_tả shop này làm_ăn chán shop lừa_đảo đặt áo_khoác mà gửi cho cái quần trẻ_con nhắn_tin không rep gọi sdt thì thuê_bao màu_sắc không chất_liệu không
